policy_id,location_id,postcode,latitude,longitude,region,country,occupancy_type,construction_type,year_built,building_value,contents_value,business_interruption_value,hazard_zone,total_insured_value
POL0002733,LOC0002733,SE12 3VE,51.98943486947636,0.43713750355447084,Greater London,UK,Residential,Reinforced Concrete,2021,321582.88,61708.85,0.0,Low,383291.73
POL0002734,LOC0002734,LN28 6VJ,53.08127605627326,-1.2429913982099945,East Midlands,UK,Residential,Masonry,1985,657738.66,108866.36,0.0,Low,766605.02
POL0002735,LOC0002735,LN7 6YD,52.899609763377526,-0.8700350316538921,East Midlands,UK,Residential,Masonry,1945,267710.11,58489.19,0.0,Low,326199.3
POL0002736,LOC0002736,AB77 8BS,56.44549153186055,-3.405050761046762,Scotland,UK,Public Sector,Reinforced Concrete,1931,4301318.91,665877.4,649032.17,Low,5616228.48
POL0002737,LOC0002737,BT41 4WD,54.28437590806546,-5.341996506033797,Northern Ireland,UK,Industrial,Steel Frame,1966,6170036.84,1950460.53,2965625.44,Medium,11086122.81
POL0002738,LOC0002738,HD45 4DP,53.300401195476354,-1.9323417071360054,Yorkshire and the Humber,UK,Residential,Masonry,1972,657825.94,99107.43,0.0,Medium,756933.37
POL0002739,LOC0002739,NG79 8TS,52.88567979009696,-1.7510647177659118,East Midlands,UK,Residential,Masonry,2001,442389.99,51939.38,0.0,Low,494329.37
POL0002740,LOC0002740,SE72 4AM,51.818601737585844,0.198024002791938,Greater London,UK,Residential,Reinforced Concrete,2011,218550.37,42944.2,0.0,Medium,261494.57
POL0002741,LOC0002741,WA24 7BZ,53.319857896379716,-1.7563466347124557,North West,UK,Industrial,Masonry,1922,4546650.98,2173696.72,3173177.63,Low,9893525.33
POL0002742,LOC0002742,BN17 8SX,51.86030187995308,-1.0211048463502241,South East,UK,Residential,Mixed,2012,140527.4,16573.6,0.0,Low,157101.0
POL0002743,LOC0002743,SE2 3FD,51.38101291028096,0.7310487705421418,Greater London,UK,Residential,Timber,1925,183428.62,35722.65,0.0,Medium,219151.27
POL0002744,LOC0002744,W1 4TC,51.70912531018356,-0.03019663187183573,Greater London,UK,Residential,Reinforced Concrete,1970,397831.12,79805.87,0.0,Medium,477636.99
POL0002745,LOC0002745,LU13 4GM,52.62229286505909,0.8323336413011482,East of England,UK,Residential,Masonry,1909,679077.9,84344.25,0.0,Low,763422.15
POL0002746,LOC0002746,EH64 1ZT,55.81172623594263,-3.1578392910147297,Scotland,UK,Retail,Timber,1961,392321.11,192685.04,115914.25,Low,700920.4
POL0002747,LOC0002747,HU53 4CJ,54.091623200449526,-2.306130515212701,Yorkshire and the Humber,UK,Retail,Steel Frame,1904,422572.86,213461.88,134813.68,Low,770848.42
POL0002748,LOC0002748,EC11 1WP,51.426551392957016,0.3979618114610099,Greater London,UK,Residential,Masonry,2017,349741.6,59339.52,0.0,Medium,409081.12
POL0002749,LOC0002749,DD29 6UM,55.80997684769381,-2.600778747036064,Scotland,UK,Residential,Timber,1979,164460.06,31460.81,0.0,Medium,195920.87
POL0002750,LOC0002750,LU15 3YH,52.63662826942075,0.6926989361141985,East of England,UK,Residential,Timber,1972,527143.16,103649.1,0.0,Low,630792.26
POL0002751,LOC0002751,WA96 5DS,53.321608994631084,-2.351796372176861,North West,UK,Commercial,Masonry,1949,3012180.71,597224.19,675720.79,High,4285125.69
POL0002752,LOC0002752,NR49 4GJ,52.9865920577604,1.4298812898346327,East of England,UK,Residential,Reinforced Concrete,2015,326469.69,28143.25,0.0,Low,354612.94
POL0002753,LOC0002753,RG56 8KJ,51.48960947210589,-1.2091983496157555,South East,UK,Residential,Reinforced Concrete,1924,85831.32,15131.63,0.0,Low,100962.95
POL0002754,LOC0002754,PO69 4JC,51.48727148996276,-0.8854457678856293,South East,UK,Residential,Masonry,2016,175667.02,15248.76,0.0,Low,190915.78
POL0002755,LOC0002755,SR65 1TZ,54.630159553469376,-1.587384317698201,North East,UK,Residential,Reinforced Concrete,1938,417639.42,61714.26,0.0,Medium,479353.68
POL0002756,LOC0002756,RG29 3MS,51.824773210947285,-1.6618555388622598,South East,UK,Commercial,Steel Frame,1937,301131.24,103210.64,42664.63,Very High,447006.51
POL0002757,LOC0002757,CV59 5SH,52.717643510238425,-1.3679767713791837,West Midlands,UK,Residential,Timber,2021,815205.83,99643.46,0.0,Low,914849.29
POL0002758,LOC0002758,SR39 4YC,54.82134394337358,-0.9740132118873984,North East,UK,Residential,Masonry,1914,161848.75,26835.05,0.0,Low,188683.8
POL0002759,LOC0002759,PL44 6KG,51.26120562251447,-2.4202885884930465,South West,UK,Commercial,Masonry,1931,821737.3,316593.24,192295.86,High,1330626.4
POL0002760,LOC0002760,SE45 6TP,51.42130364829418,-0.24425861572178934,Greater London,UK,Commercial,Timber,1960,2285196.62,995248.6,647684.53,Low,3928129.75
POL0002761,LOC0002761,WC89 2ZY,51.33435626046774,0.13785868272756752,Greater London,UK,Residential,Masonry,1963,218962.62,27297.67,0.0,High,246260.29
POL0002762,LOC0002762,N91 6MT,51.7448655281648,-0.1520804358393317,Greater London,UK,Residential,Masonry,1951,180751.84,21451.63,0.0,Medium,202203.47
POL0002763,LOC0002763,NR61 1BY,51.85970890017176,0.8708046633210681,East of England,UK,Industrial,Masonry,1998,2492714.41,693595.84,1241492.76,Medium,4427803.01
POL0002764,LOC0002764,BL20 5SR,53.598964020634995,-2.324951704326842,North West,UK,Residential,Steel Frame,1923,604696.0,87722.64,0.0,Low,692418.64
POL0002765,LOC0002765,EC63 2RD,52.030024760410626,-0.7218931206622485,Greater London,UK,Commercial,Timber,1999,1500272.47,476261.17,530384.28,Low,2506917.92
POL0002766,LOC0002766,DE44 7HA,52.333960561129,-1.4358172618851148,East Midlands,UK,Residential,Mixed,1939,455546.35,37653.27,0.0,Low,493199.62
POL0002767,LOC0002767,WS7 2ZD,52.685118869545605,-2.29162096222486,West Midlands,UK,Residential,Masonry,1956,410680.94,75501.06,0.0,Very High,486182.0
POL0002768,LOC0002768,GU69 4ZJ,51.1798281428127,-0.6167118922523012,South East,UK,Residential,Masonry,2022,185400.68,31085.7,0.0,High,216486.38
POL0002769,LOC0002769,CV68 3BH,52.615713418383365,-1.7471168543412081,West Midlands,UK,Residential,Timber,1940,294526.69,46450.26,0.0,Low,340976.95
POL0002770,LOC0002770,CO19 8WS,52.459300097450345,0.556026677756304,East of England,UK,Residential,Masonry,2013,448919.73,96022.36,0.0,High,544942.09
POL0002771,LOC0002771,SW16 4SS,51.40108445926371,0.1801161235733415,Greater London,UK,Industrial,Timber,1989,13482604.85,2701250.58,8514180.18,Medium,24698035.61
POL0002772,LOC0002772,RH79 3NR,51.07793170138127,-1.7923335416314476,South East,UK,Residential,Masonry,2000,206240.28,30996.95,0.0,Medium,237237.23
POL0002773,LOC0002773,DD62 4GF,55.8319804313842,-2.8345681501550373,Scotland,UK,Commercial,Timber,1940,1373816.1,409104.06,288609.9,Medium,2071530.06
POL0002774,LOC0002774,,52.5577567157163,-1.5646292284332541,West Midlands,UK,Commercial,Timber,1922,797796.54,228404.03,293125.45,High,1319326.02
POL0002775,LOC0002775,HD56 4ZT,53.23623759308152,-1.429211212837073,Yorkshire and the Humber,UK,Residential,Timber,1918,360398.05,63496.05,0.0,High,423894.1
POL0002776,LOC0002776,BL65 2WT,53.663882061299866,-2.75590302059206,North West,UK,Commercial,Masonry,1945,1409990.5,590510.36,229396.56,Medium,2229897.42
POL0002777,LOC0002777,SE20 6GZ,51.74857612535303,-0.1699771806722013,Greater London,UK,Commercial,Steel Frame,1910,12480461.96,2191386.89,3096306.74,Medium,17768155.59
POL0002778,LOC0002778,W15 3KF,52.36717427644968,-0.9549497061807595,Greater London,UK,Residential,Reinforced Concrete,1950,263656.28,52871.93,0.0,Low,316528.21
POL0002779,LOC0002779,CH49 5TZ,53.864152022948936,-2.392380076679908,North West,UK,Residential,Masonry,1946,347710.42,75948.93,0.0,Low,423659.35
POL0002780,LOC0002780,NW90 8BZ,51.05439751995679,-0.3278429545546969,Greater London,UK,Public Sector,Reinforced Concrete,1917,1434100.07,332505.73,136963.9,High,1903569.7
POL0002781,LOC0002781,EC71 4XG,51.58489418757449,0.26663733443471643,Greater London,UK,Commercial,Masonry,1991,3505289.65,636377.37,575875.24,Low,4717542.26
POL0002782,LOC0002782,SA23 3XT,51.96375000067701,-2.63878062629235,Wales,UK,Commercial,Timber,1978,8546317.09,2998224.19,2373895.1,Medium,13918436.38
POL0002783,LOC0002783,BT90 5PJ,54.32699303420274,-5.500637416938876,Northern Ireland,UK,Commercial,Masonry,2005,593730.24,172985.91,186121.16,High,952837.31
POL0002784,LOC0002784,PA60 6XA,56.062859787993844,-3.437049147953015,Scotland,UK,Commercial,Timber,1939,2469180.23,868153.34,429386.98,High,3766720.55
POL0002785,LOC0002785,LD60 3GH,51.42226503382631,-3.4488402105889953,Wales,UK,Residential,Masonry,1931,152670.57,21992.29,0.0,Medium,174662.86
POL0002786,LOC0002786,PO61 4MT,51.46488585574221,-1.2553699952717656,South East,UK,Public Sector,Timber,1978,4601467.23,1229914.18,631087.14,Low,6462468.55
POL0002787,LOC0002787,NN30 7ZF,52.666961659499115,-0.9760347314425465,East Midlands,UK,Commercial,Mixed,1961,808456.53,303656.41,84645.43,Medium,1196758.37
POL0002788,LOC0002788,EC45 1WK,51.683244553512694,-0.19888686003481254,Greater London,UK,Industrial,Steel Frame,1942,15882433.81,4370638.71,10905069.09,Medium,31158141.61
POL0002789,LOC0002789,NN23 4BD,53.33774236510207,-1.2570636228681429,East Midlands,UK,PUBLIC,Reinforced Concrete,1936,367528.07,76573.02,0.0,Low,444101.09
POL0002790,LOC0002790,BT84 8KG,54.512523127364844,-5.679114186708635,Northern Ireland,UK,Retail,Timber,1966,573932.32,291479.54,269440.79,Very High,1134852.65
POL0002791,LOC0002791,GL36 6GU,51.41742083621587,-2.5556768629700652,South West,UK,Commercial,Masonry,1939,832141.93,175121.83,246200.42,Low,1253464.18
POL0002792,LOC0002792,BT31 1DE,53.89157722822666,-5.9237511937995695,Northern Ireland,UK,Commercial,Masonry,1950,1152016.86,287248.93,233103.99,Medium,1672369.78
POL0002793,LOC0002793,HG42 1YZ,53.28918513750805,-2.0130612169795707,Yorkshire and the Humber,UK,Residential,Masonry,1975,208865.68,18345.15,0.0,High,227210.83
POL0002794,LOC0002794,SO34 4ET,51.08060968914846,-1.3742815983428538,South East,UK,Commercial,Timber,1915,1859263.67,726696.7,626485.58,Medium,3212445.95
POL0002795,LOC0002795,BB63 5HA,53.32712091930297,-2.4274671939072845,North West,UK,Residential,Timber,1968,687098.08,77869.59,0.0,Low,764967.67
POL0002796,LOC0002796,LS47 7RA,53.986797057192,-1.464592630628815,Yorkshire and the Humber,UK,Commercial,Masonry,1946,414321.86,107844.37,45956.92,Low,568123.15
POL0002797,LOC0002797,SE6 4VR,50.97489915993096,-0.09594803773221304,Greater London,UK,Residential,Timber,1904,466252.43,69633.07,0.0,High,535885.5
POL0002798,LOC0002798,NR31 2HA,95.0,200.0,East of England,UK,Residential,Masonry,2007,75140.07,9595.35,0.0,Medium,84735.42
POL0002799,LOC0002799,BT52 7WE,54.58025192646612,-5.8577821523491185,Northern Ireland,UK,Residential,Masonry,1988,283142.16,57135.28,0.0,Low,340277.44
POL0002800,LOC0002800,N88 4YT,51.72128788733796,-0.7260543952358391,Greater London,UK,Residential,Masonry,1955,145890.0,31753.28,0.0,Medium,177643.28
POL0002801,LOC0002801,AB96 4VH,55.884891229180894,-2.6151322827380628,Scotland,UK,Commercial,Timber,2019,6748739.46,2639527.05,1402564.04,Low,10790830.55
POL0002802,LOC0002802,DH97 3EX,55.37496516632343,-1.2944439674452035,North East,UK,Residential,Mixed,2015,169202.16,18470.03,0.0,Low,187672.19
POL0002803,LOC0002803,NG34 3AX,53.10511091150759,-0.5293387956072063,East Midlands,UK,Residential,Masonry,1910,483628.03,101961.59,0.0,Medium,585589.62
POL0002804,LOC0002804,NG59 7GY,53.491797440449865,-1.2071503954578038,East Midlands,UK,Commercial,Steel Frame,1939,1028450.62,193910.25,317126.59,Medium,1539487.46
POL0002805,LOC0002805,ST92 5AN,52.214758915879266,-1.9931110806973082,West Midlands,UK,Commercial,Reinforced Concrete,1909,2016978.42,801374.49,567385.81,Low,3385738.72
POL0002806,LOC0002806,BT23 4NY,55.46437474385617,-6.526455410235574,Northern Ireland,UK,Public Sector,Masonry,2022,2864232.13,391904.1,536137.57,Low,3792273.8
POL0002807,LOC0002807,PL97 1AT,51.32274904093177,-3.1247226379471997,South West,UK,Residential,Mixed,2000,258811.02,36380.0,0.0,Low,295191.02
POL0002808,LOC0002808,EC40 3BK,51.542133881605665,-0.5846225909800497,Greater London,UK,Commercial,Masonry,1907,1027803.61,307713.07,132479.1,Medium,1467995.78
POL0002809,LOC0002809,B86 2ZN,52.455749713606586,-2.6314361608071284,West Midlands,UK,Residential,Mixed,1983,237561.72,40781.36,0.0,High,278343.08
POL0002810,LOC0002810,BA4 6BK,51.627433786223705,-2.1234088025421696,South West,UK,Industrial,Masonry,2000,6272882.32,2388665.23,3798029.07,Medium,12459576.62
POL0002811,LOC0002811,SO42 5WZ,51.34699578582224,-1.0294494026887668,South East,UK,Commercial,Timber,1998,2807052.85,633490.05,764368.28,Low,4204911.18
POL0002812,LOC0002812,LU41 3ZA,52.19474597539523,0.7863460565855096,East of England,UK,Commercial,Steel Frame,1928,1025156.67,303275.9,210949.51,Medium,1539382.08
POL0002813,LOC0002813,NR97 2XW,52.2298125156494,1.0094844419236637,East of England,UK,Residential,Masonry,1932,316477.54,30562.39,0.0,Low,347039.93
POL0002814,LOC0002814,WC56 3NN,51.852450957366266,-0.4369470645470295,Greater London,UK,Public Sector,Masonry,1990,1869774.18,292225.78,286533.57,Medium,2448533.53
POL0002815,LOC0002815,HG58 6HP,53.7141880220232,-1.206484609408597,Yorkshire and the Humber,UK,Retail,Masonry,1945,1779580.18,746008.97,341712.64,Very High,2867301.79
POL0002816,LOC0002816,DD32 8HM,55.55523266654347,-3.9371740871013166,Scotland,UK,Residential,Masonry,1970,1310871.22,135084.91,0.0,Low,1445956.13
POL0002817,LOC0002817,DY67 6GZ,52.54956846681157,-1.701788363793213,West Midlands,UK,Residential,Timber,1922,90932.37,13171.4,0.0,Low,104103.77
POL0002818,LOC0002818,WC73 1DF,51.30495594737299,-0.347487400565773,Greater London,UK,Industrial,Reinforced Concrete,1949,10993840.11,6064871.98,3216601.48,Medium,20275313.57
POL0002819,LOC0002819,NW3 5GJ,51.29434614991255,-0.4570315909508851,Greater London,UK,Residential,Masonry,2019,370370.48,74426.3,0.0,Low,444796.78
POL0002820,LOC0002820,WA74 4DP,53.67497882976929,-2.6911894250591026,North West,UK,Residential,Masonry,1990,484836.8,106066.06,0.0,Low,590902.86
POL0002821,LOC0002821,DE91 2BG,52.88045359879866,-1.502127743655644,East Midlands,UK,Commercial,Masonry,1904,3496848.41,1472550.31,674646.31,Medium,5644045.03
POL0002822,LOC0002822,RH41 7NB,51.04701908674766,-0.6474322935962271,South East,UK,Commercial,Masonry,1941,1402974.76,396777.68,381752.74,Low,2181505.18
POL0002823,LOC0002823,LU82 2FR,52.09494893779141,0.7892072305598876,East of England,UK,Residential,Mixed,1910,153806.0,20502.38,0.0,Low,174308.38
POL0002824,LOC0002824,RG54 7KY,51.03223875365572,-1.2600369924274608,South East,UK,Residential,Masonry,2016,171907.83,23954.82,0.0,Low,195862.65
POL0002825,LOC0002825,PO62 6EB,51.666204606594604,0.005063153221217753,South East,UK,Residential,Masonry,1972,290032.04,54823.23,0.0,Medium,344855.27
POL0002826,LOC0002826,SA33 1YC,50.928259501970714,-3.255520962209982,Wales,UK,Industrial,Masonry,2008,1097987.92,493869.19,428085.65,Low,2019942.76
POL0002827,LOC0002827,BH64 2KR,51.569938567480186,-2.8220180582309276,South West,UK,Industrial,Masonry,1900,5939867.67,2402871.94,4072492.9,Medium,12415232.51
POL0002828,LOC0002828,E63 4VJ,51.745066156358355,-0.456958414850919,Greater London,UK,Commercial,Masonry,1961,1156707.68,261193.82,176575.94,High,1594477.44
POL0002829,LOC0002829,WN55 6HE,53.523877344860665,-2.4409873237093764,North West,UK,Residential,Masonry,1943,-162073.11,13825.44,0.0,Low,175898.55
POL0002830,LOC0002830,NW97 7SS,51.84864070322733,-0.38461851115353013,Greater London,UK,Commercial,Masonry,1992,1054615.7,229495.26,336028.36,High,1620139.32
POL0002831,LOC0002831,B81 4NR,52.387675337039774,-1.531038165751081,West Midlands,UK,Residential,Reinforced Concrete,1968,219892.47,46421.17,0.0,Low,266313.64
POL0002832,LOC0002832,AL13 1UJ,51.952649175454,0.7437250215701575,East of England,UK,Commercial,Timber,1979,2116223.44,418400.3,268342.14,Medium,2802965.88
POL0002833,LOC0002833,SW2 2BF,50.99689038376775,-0.5410147142790485,Greater London,UK,Residential,Timber,1977,290491.48,48930.06,0.0,High,339421.54
POL0002834,LOC0002834,BN41 3XU,51.56149675724943,-1.3545650536237683,South East,UK,Residential,Masonry,1939,292249.31,29773.21,0.0,High,322022.52
POL0002835,LOC0002835,BB93 8MG,53.32831957908934,-2.0552271672217834,North West,UK,Residential,Masonry,1963,149531.98,17162.78,0.0,Low,166694.76
POL0002836,LOC0002836,TS8 6HT,54.81612788047886,-1.305120012177784,North East,UK,Industrial,Masonry,1916,9125446.17,5100217.72,2803030.08,Very High,17028693.97
POL0002837,LOC0002837,BT74 4XF,54.65768558049609,-5.764540417468689,Northern Ireland,UK,Retail,Masonry,1972,674614.21,369262.57,332804.16,Medium,1376680.94
POL0002838,LOC0002838,EC71 3WJ,51.85467036764679,-0.006067236206655016,Greater London,UK,Residential,Masonry,2014,487162.66,95418.43,0.0,High,582581.09
POL0002839,LOC0002839,BA29 6WZ,51.88537724133142,-2.2416203324456268,South West,UK,Residential,Reinforced Concrete,1931,354993.78,59692.34,0.0,Low,414686.12
POL0002840,LOC0002840,CH68 5WH,53.33423331964635,-1.7512037314919167,North West,UK,Residential,Masonry,1996,360139.36,69601.68,0.0,Low,429741.04
POL0002841,LOC0002841,WA31 3NC,53.55468248585283,-2.392578289290991,North West,UK,Residential,Masonry,1941,569679.97,120189.64,0.0,Medium,689869.61
POL0002842,LOC0002842,BS42 3XU,51.53244799468985,-2.1652158067317,South West,UK,Public Sector,Timber,1906,2633592.64,759344.29,512768.54,Low,3905705.47
POL0002843,LOC0002843,DL38 6ZT,55.10571262638782,-0.9252907236304688,North East,UK,Residential,Timber,1938,491365.3,54871.93,0.0,High,546237.23
POL0002844,LOC0002844,DE56 2CT,53.25902855621167,-0.9592991873071781,East Midlands,UK,Industrial,Steel Frame,1984,-4151271.86,882338.25,1096136.57,High,6129746.68
POL0002845,LOC0002845,BD82 4ZN,53.51350093683248,-1.6173983553238458,Yorkshire and the Humber,UK,Commercial,Masonry,1914,1942856.28,525159.44,330195.2,Very High,2798210.92
POL0002846,LOC0002846,PR42 1BK,53.50086595913024,-1.977880029537256,North West,UK,Residential,Timber,1997,262342.27,50820.39,0.0,Low,313162.66
POL0002847,LOC0002847,IV50 8JB,56.13175325155621,-3.123874644117051,Scotland,UK,Commercial,Steel Frame,1903,846492.85,197809.52,262498.07,Low,1306800.44
POL0002848,LOC0002848,RG51 4EA,51.488197976305614,-0.7043263798710935,South East,UK,Commercial,Masonry,2019,1434108.9,376252.33,181046.29,Low,1991407.52
POL0002849,LOC0002849,YO84 5BP,53.560395856823604,-0.9048039886850544,Yorkshire and the Humber,UK,Commercial,Mixed,1911,1939893.29,436608.63,293442.42,Medium,2669944.34
POL0002850,LOC0002850,BB92 5TB,52.90759327215423,-1.6895443967746289,North West,UK,Residential,Timber,1997,79546.16,14846.05,0.0,Low,94392.21
POL0002851,LOC0002851,NR17 8KJ,52.227848052040954,1.0985803294232057,East of England,UK,Residential,Steel Frame,1959,345668.33,36718.04,0.0,Medium,382386.37
POL0002852,LOC0002852,RH66 3UX,51.556375321601934,-0.8466069238538952,South East,UK,Commercial,Timber,2017,661616.09,106054.75,236812.17,Low,1004483.01
POL0002853,LOC0002853,SE88 8SY,51.662391253287424,0.17984062985335586,Greater London,UK,Residential,Reinforced Concrete,1987,130165.24,27675.47,0.0,High,157840.71
POL0002854,LOC0002854,DH56 4VP,54.88622736855557,-1.22457633040003,North East,UK,Retail,Timber,1954,610927.57,167758.88,166159.52,Low,944845.97
POL0002855,LOC0002855,SW38 4YT,51.20354822539794,-0.12962561786392737,Greater London,UK,Residential,Mixed,1952,669494.92,68887.52,0.0,Low,738382.44
POL0002856,LOC0002856,ST72 1AR,52.720271578796236,-1.5122933197459623,West Midlands,UK,Residential,Masonry,1984,356783.0,43749.03,0.0,Low,400532.03
POL0002857,LOC0002857,GU94 7SZ,51.583520877513195,-1.1275891264231794,South East,UK,Commercial,Reinforced Concrete,1937,633691.52,190119.32,240475.84,Medium,1064286.68
POL0002858,LOC0002858,WC37 2PX,51.75827817794323,-0.38195917086512626,Greater London,UK,Residential,Timber,1958,404661.64,85074.17,0.0,Medium,489735.81
POL0002859,LOC0002859,EC68 4JN,51.99759454064969,-0.1597749410498724,Greater London,UK,Residential,Reinforced Concrete,2006,366220.71,39470.23,0.0,High,405690.94
